,Date,Tm,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
2179,2020/1/20,NOP,MEM,W 126-116,240,42,88,0.477,21,40,0.525,21,48,0.438,21,24,0.875,126,46,103,0.447,37,70,0.529,9,33,0.273,15,21,0.714,116
2180,2020/1/20,MIA,SAC,W 118-113 (OT),265,42,83,0.506,26,41,0.634,16,42,0.381,18,22,0.818,118,44,106,0.415,31,55,0.564,13,51,0.255,12,15,0.8,113
2181,2020/1/20,SAC,MIA,L 113-118 (OT),265,44,106,0.415,31,55,0.564,13,51,0.255,12,15,0.8,113,42,83,0.506,26,41,0.634,16,42,0.381,18,22,0.818,118
2182,2020/1/20,CHI,MIL,L 98-111,240,34,92,0.37,20,44,0.455,14,48,0.292,16,18,0.889,98,45,77,0.584,34,51,0.667,11,26,0.423,10,23,0.435,111
2183,2020/1/20,MIL,CHI,W 111-98,240,45,77,0.584,34,51,0.667,11,26,0.423,10,23,0.435,111,34,92,0.37,20,44,0.455,14,48,0.292,16,18,0.889,98
2184,2020/1/20,DEN,MIN,W 107-100,240,43,90,0.478,32,59,0.542,11,31,0.355,10,12,0.833,107,38,91,0.418,25,49,0.51,13,42,0.31,11,14,0.786,100
2185,2020/1/20,MIN,DEN,L 100-107,240,38,91,0.418,25,49,0.51,13,42,0.31,11,14,0.786,100,43,90,0.478,32,59,0.542,11,31,0.355,10,12,0.833,107
2186,2020/1/20,PHO,SAS,L 118-120,240,42,80,0.525,34,58,0.586,8,22,0.364,26,30,0.867,118,43,87,0.494,26,56,0.464,17,31,0.548,17,22,0.773,120
2187,2020/1/20,SAS,PHO,W 120-118,240,43,87,0.494,26,56,0.464,17,31,0.548,17,22,0.773,120,42,80,0.525,34,58,0.586,8,22,0.364,26,30,0.867,118
2188,2020/1/20,GSW,POR,L 124-129 (OT),265,48,116,0.414,39,80,0.488,9,36,0.25,19,22,0.864,124,44,100,0.44,30,56,0.536,14,44,0.318,27,30,0.9,129
2189,2020/1/20,POR,GSW,W 129-124 (OT),265,44,100,0.44,30,56,0.536,14,44,0.318,27,30,0.9,129,48,116,0.414,39,80,0.488,9,36,0.25,19,22,0.864,124
2190,2020/1/20,IND,UTA,L 88-118,240,39,93,0.419,32,67,0.478,7,26,0.269,3,7,0.429,88,47,87,0.54,35,56,0.625,12,31,0.387,12,12,1,118
2191,2020/1/20,UTA,IND,W 118-88,240,47,87,0.54,35,56,0.625,12,31,0.387,12,12,1,118,39,93,0.419,32,67,0.478,7,26,0.269,3,7,0.429,88
2192,2020/1/20,DET,WAS,L 100-106,240,38,89,0.427,28,57,0.491,10,32,0.313,14,20,0.7,100,42,82,0.512,33,58,0.569,9,24,0.375,13,16,0.813,106
2193,2020/1/20,WAS,DET,W 106-100,240,42,82,0.512,33,58,0.569,9,24,0.375,13,16,0.813,106,38,89,0.427,28,57,0.491,10,32,0.313,14,20,0.7,100
2194,2020/1/19,DEN,IND,L 107-115,240,41,88,0.466,38,65,0.585,3,23,0.13,22,32,0.688,107,43,86,0.5,30,57,0.526,13,29,0.448,16,19,0.842,115
2195,2020/1/19,IND,DEN,W 115-107,240,43,86,0.5,30,57,0.526,13,29,0.448,16,19,0.842,115,41,88,0.466,38,65,0.585,3,23,0.13,22,32,0.688,107
2196,2020/1/19,MIA,SAS,L 102-107,240,37,86,0.43,27,52,0.519,10,34,0.294,18,20,0.9,102,36,85,0.424,24,52,0.462,12,33,0.364,23,24,0.958,107
2197,2020/1/19,SAS,MIA,W 107-102,240,36,85,0.424,24,52,0.462,12,33,0.364,23,24,0.958,107,37,86,0.43,27,52,0.519,10,34,0.294,18,20,0.9,102
2198,2020/1/18,ATL,DET,L 103-136,240,40,93,0.43,30,59,0.508,10,34,0.294,13,15,0.867,103,51,86,0.593,36,54,0.667,15,32,0.469,19,25,0.76,136
2199,2020/1/18,DET,ATL,W 136-103,240,51,86,0.593,36,54,0.667,15,32,0.469,19,25,0.76,136,40,93,0.43,30,59,0.508,10,34,0.294,13,15,0.867,103
2200,2020/1/18,BOS,PHO,L 119-123,240,42,96,0.438,27,54,0.5,15,42,0.357,20,22,0.909,119,42,89,0.472,29,58,0.5,13,31,0.419,26,30,0.867,123
2201,2020/1/18,PHO,BOS,W 123-119,240,42,89,0.472,29,58,0.5,13,31,0.419,26,30,0.867,123,42,96,0.438,27,54,0.5,15,42,0.357,20,22,0.909,119
2202,2020/1/18,BRK,MIL,L 97-117,240,33,99,0.333,18,50,0.36,15,49,0.306,16,17,0.941,97,45,89,0.506,28,52,0.538,17,37,0.459,10,16,0.625,117
2203,2020/1/18,MIL,BRK,W 117-97,240,45,89,0.506,28,52,0.538,17,37,0.459,10,16,0.625,117,33,99,0.333,18,50,0.36,15,49,0.306,16,17,0.941,97
2204,2020/1/18,CHI,CLE,W 118-116,240,48,87,0.552,39,62,0.629,9,25,0.36,13,17,0.765,118,40,73,0.548,25,44,0.568,15,29,0.517,21,23,0.913,116
2205,2020/1/18,CLE,CHI,L 116-118,240,40,73,0.548,25,44,0.568,15,29,0.517,21,23,0.913,116,48,87,0.552,39,62,0.629,9,25,0.36,13,17,0.765,118
2206,2020/1/18,GSW,ORL,W 109-95,240,43,94,0.457,31,54,0.574,12,40,0.3,11,11,1,109,39,86,0.453,30,55,0.545,9,31,0.29,8,13,0.615,95
2207,2020/1/18,ORL,GSW,L 95-109,240,39,86,0.453,30,55,0.545,9,31,0.29,8,13,0.615,95,43,94,0.457,31,54,0.574,12,40,0.3,11,11,1,109
2208,2020/1/18,HOU,LAL,L 115-124,240,40,90,0.444,28,53,0.528,12,37,0.324,23,29,0.793,115,45,93,0.484,34,60,0.567,11,33,0.333,23,32,0.719,124
2209,2020/1/18,LAL,HOU,W 124-115,240,45,93,0.484,34,60,0.567,11,33,0.333,23,32,0.719,124,40,90,0.444,28,53,0.528,12,37,0.324,23,29,0.793,115
2210,2020/1/18,MIN,TOR,L 112-122,240,38,94,0.404,24,44,0.545,14,50,0.28,22,27,0.815,112,47,91,0.516,34,56,0.607,13,35,0.371,15,17,0.882,122
2211,2020/1/18,TOR,MIN,W 122-112,240,47,91,0.516,34,56,0.607,13,35,0.371,15,17,0.882,122,38,94,0.404,24,44,0.545,14,50,0.28,22,27,0.815,112
2212,2020/1/18,LAC,NOP,W 133-130,240,46,93,0.495,36,62,0.581,10,31,0.323,31,39,0.795,133,46,86,0.535,31,45,0.689,15,41,0.366,23,36,0.639,130
2213,2020/1/18,NOP,LAC,L 130-133,240,46,86,0.535,31,45,0.689,15,41,0.366,23,36,0.639,130,46,93,0.495,36,62,0.581,10,31,0.323,31,39,0.795,133
2214,2020/1/18,NYK,PHI,L 87-90,240,35,88,0.398,29,63,0.46,6,25,0.24,11,18,0.611,87,34,78,0.436,24,46,0.522,10,32,0.313,12,19,0.632,90
2215,2020/1/18,PHI,NYK,W 90-87,240,34,78,0.436,24,46,0.522,10,32,0.313,12,19,0.632,90,35,88,0.398,29,63,0.46,6,25,0.24,11,18,0.611,87
2216,2020/1/18,OKC,POR,W 119-106,240,43,83,0.518,36,61,0.59,7,22,0.318,26,36,0.722,119,39,91,0.429,27,59,0.458,12,32,0.375,16,21,0.762,106
2217,2020/1/18,POR,OKC,L 106-119,240,39,91,0.429,27,59,0.458,12,32,0.375,16,21,0.762,106,43,83,0.518,36,61,0.59,7,22,0.318,26,36,0.722,119
2218,2020/1/18,SAC,UTA,L 101-123,240,42,86,0.488,32,60,0.533,10,26,0.385,7,12,0.583,101,43,85,0.506,29,43,0.674,14,42,0.333,23,24,0.958,123
2219,2020/1/18,UTA,SAC,W 123-101,240,43,85,0.506,29,43,0.674,14,42,0.333,23,24,0.958,123,42,86,0.488,32,60,0.533,10,26,0.385,7,12,0.583,101
2220,2020/1/17,DAL,POR,W 120-112,240,39,89,0.438,19,42,0.452,20,47,0.426,22,28,0.786,120,44,85,0.518,35,55,0.636,9,30,0.3,15,22,0.682,112
2221,2020/1/17,POR,DAL,L 112-120,240,44,85,0.518,35,55,0.636,9,30,0.3,15,22,0.682,112,39,89,0.438,19,42,0.452,20,47,0.426,22,28,0.786,120
2222,2020/1/17,IND,MIN,W 116-114,240,46,82,0.561,38,58,0.655,8,24,0.333,16,20,0.8,116,40,88,0.455,23,49,0.469,17,39,0.436,17,21,0.81,114
2223,2020/1/17,MIN,IND,L 114-116,240,40,88,0.455,23,49,0.469,17,39,0.436,17,21,0.81,114,46,82,0.561,38,58,0.655,8,24,0.333,16,20,0.8,116
2224,2020/1/17,CLE,MEM,L 109-113,240,41,92,0.446,32,56,0.571,9,36,0.25,18,26,0.692,109,45,89,0.506,36,61,0.59,9,28,0.321,14,20,0.7,113
2225,2020/1/17,MEM,CLE,W 113-109,240,45,89,0.506,36,61,0.59,9,28,0.321,14,20,0.7,113,41,92,0.446,32,56,0.571,9,36,0.25,18,26,0.692,109
2226,2020/1/17,MIA,OKC,W 115-108,240,41,84,0.488,27,48,0.563,14,36,0.389,19,24,0.792,115,37,84,0.44,19,38,0.5,18,46,0.391,16,18,0.889,108
2227,2020/1/17,OKC,MIA,L 108-115,240,37,84,0.44,19,38,0.5,18,46,0.391,16,18,0.889,108,41,84,0.488,27,48,0.563,14,36,0.389,19,24,0.792,115
2228,2020/1/17,CHI,PHI,L 89-100,240,35,81,0.432,27,46,0.587,8,35,0.229,11,15,0.733,89,40,82,0.488,31,53,0.585,9,29,0.31,11,11,1,100
2229,2020/1/17,PHI,CHI,W 100-89,240,40,82,0.488,31,53,0.585,9,29,0.31,11,11,1,100,35,81,0.432,27,46,0.587,8,35,0.229,11,15,0.733,89
2230,2020/1/17,ATL,SAS,W 121-120,240,41,82,0.5,22,42,0.524,19,40,0.475,20,27,0.741,121,45,98,0.459,37,69,0.536,8,29,0.276,22,23,0.957,120
2231,2020/1/17,SAS,ATL,L 120-121,240,45,98,0.459,37,69,0.536,8,29,0.276,22,23,0.957,120,41,82,0.5,22,42,0.524,19,40,0.475,20,27,0.741,121
2232,2020/1/17,TOR,WAS,W 140-111,240,52,91,0.571,30,48,0.625,22,43,0.512,14,16,0.875,140,40,89,0.449,25,54,0.463,15,35,0.429,16,23,0.696,111
2233,2020/1/17,WAS,TOR,L 111-140,240,40,89,0.449,25,54,0.463,15,35,0.429,16,23,0.696,111,52,91,0.571,30,48,0.625,22,43,0.512,14,16,0.875,140
2234,2020/1/16,DEN,GSW,W 134-131 (OT),265,47,100,0.47,30,65,0.462,17,35,0.486,23,26,0.885,134,42,95,0.442,22,50,0.44,20,45,0.444,27,31,0.871,131
2235,2020/1/16,GSW,DEN,L 131-134 (OT),265,42,95,0.442,22,50,0.44,20,45,0.444,27,31,0.871,131,47,100,0.47,30,65,0.462,17,35,0.486,23,26,0.885,134
2236,2020/1/16,LAC,ORL,W 122-95,240,47,95,0.495,33,63,0.524,14,32,0.438,14,20,0.7,122,36,92,0.391,22,50,0.44,14,42,0.333,9,16,0.563,95
2237,2020/1/16,ORL,LAC,L 95-122,240,36,92,0.391,22,50,0.44,14,42,0.333,9,16,0.563,95,47,95,0.495,33,63,0.524,14,32,0.438,14,20,0.7,122
2238,2020/1/16,BOS,MIL,L 123-128,240,43,98,0.439,28,49,0.571,15,49,0.306,22,27,0.815,123,43,87,0.494,27,56,0.482,16,31,0.516,26,37,0.703,128
2239,2020/1/16,MIL,BOS,W 128-123,240,43,87,0.494,27,56,0.482,16,31,0.516,26,37,0.703,128,43,98,0.439,28,49,0.571,15,49,0.306,22,27,0.815,123
2240,2020/1/16,NOP,UTA,W 138-132 (OT),265,51,93,0.548,40,67,0.597,11,26,0.423,25,35,0.714,138,46,100,0.46,31,61,0.508,15,39,0.385,25,32,0.781,132
2241,2020/1/16,UTA,NOP,L 132-138 (OT),265,46,100,0.46,31,61,0.508,15,39,0.385,25,32,0.781,132,51,93,0.548,40,67,0.597,11,26,0.423,25,35,0.714,138
2242,2020/1/16,NYK,PHO,L 98-121,240,37,90,0.411,29,64,0.453,8,26,0.308,16,24,0.667,98,47,92,0.511,35,62,0.565,12,30,0.4,15,18,0.833,121
2243,2020/1/16,PHO,NYK,W 121-98,240,47,92,0.511,35,62,0.565,12,30,0.4,15,18,0.833,121,37,90,0.411,29,64,0.453,8,26,0.308,16,24,0.667,98
2244,2020/1/15,BOS,DET,L 103-116,240,41,83,0.494,32,55,0.582,9,28,0.321,12,20,0.6,103,47,78,0.603,35,46,0.761,12,32,0.375,10,19,0.526,116
2245,2020/1/15,DET,BOS,W 116-103,240,47,78,0.603,35,46,0.761,12,32,0.375,10,19,0.526,116,41,83,0.494,32,55,0.582,9,28,0.321,12,20,0.6,103
2246,2020/1/15,CHI,WAS,W 115-106,240,43,85,0.506,29,47,0.617,14,38,0.368,15,22,0.682,115,37,79,0.468,26,52,0.5,11,27,0.407,21,26,0.808,106
2247,2020/1/15,WAS,CHI,L 106-115,240,37,79,0.468,26,52,0.5,11,27,0.407,21,26,0.808,106,43,85,0.506,29,47,0.617,14,38,0.368,15,22,0.682,115
2248,2020/1/15,CHO,DEN,L 86-100,240,33,81,0.407,21,46,0.457,12,35,0.343,8,14,0.571,86,38,79,0.481,29,51,0.569,9,28,0.321,15,25,0.6,100
2249,2020/1/15,DEN,CHO,W 100-86,240,38,79,0.481,29,51,0.569,9,28,0.321,15,25,0.6,100,33,81,0.407,21,46,0.457,12,35,0.343,8,14,0.571,86
2250,2020/1/15,HOU,POR,L 107-117,240,38,96,0.396,22,47,0.468,16,49,0.327,15,23,0.652,107,41,95,0.432,30,59,0.508,11,36,0.306,24,29,0.828,117
2251,2020/1/15,POR,HOU,W 117-107,240,41,95,0.432,30,59,0.508,11,36,0.306,24,29,0.828,117,38,96,0.396,22,47,0.468,16,49,0.327,15,23,0.652,107
2252,2020/1/15,LAL,ORL,L 118-119,240,48,97,0.495,33,59,0.559,15,38,0.395,7,11,0.636,118,43,94,0.457,33,68,0.485,10,26,0.385,23,29,0.793,119
2253,2020/1/15,ORL,LAL,W 119-118,240,43,94,0.457,33,68,0.485,10,26,0.385,23,29,0.793,119,48,97,0.495,33,59,0.559,15,38,0.395,7,11,0.636,118
2254,2020/1/15,MIA,SAS,W 106-100,240,41,88,0.466,24,48,0.5,17,40,0.425,7,13,0.538,106,39,89,0.438,29,56,0.518,10,33,0.303,12,15,0.8,100
2255,2020/1/15,SAS,MIA,L 100-106,240,39,89,0.438,29,56,0.518,10,33,0.303,12,15,0.8,100,41,88,0.466,24,48,0.5,17,40,0.425,7,13,0.538,106
2256,2020/1/15,IND,MIN,W 104-99,240,44,85,0.518,37,62,0.597,7,23,0.304,9,12,0.75,104,38,88,0.432,27,60,0.45,11,28,0.393,12,16,0.75,99
2257,2020/1/15,MIN,IND,L 99-104,240,38,88,0.432,27,60,0.45,11,28,0.393,12,16,0.75,99,44,85,0.518,37,62,0.597,7,23,0.304,9,12,0.75,104
2258,2020/1/15,OKC,TOR,L 121-130,240,43,85,0.506,27,43,0.628,16,42,0.381,19,20,0.95,121,52,85,0.612,37,58,0.638,15,27,0.556,11,15,0.733,130
2259,2020/1/15,TOR,OKC,W 130-121,240,52,85,0.612,37,58,0.638,15,27,0.556,11,15,0.733,130,43,85,0.506,27,43,0.628,16,42,0.381,19,20,0.95,121
2260,2020/1/15,BRK,PHI,L 106-117,240,38,87,0.437,26,62,0.419,12,25,0.48,18,30,0.6,106,45,88,0.511,34,58,0.586,11,30,0.367,16,25,0.64,117
2261,2020/1/15,PHI,BRK,W 117-106,240,45,88,0.511,34,58,0.586,11,30,0.367,16,25,0.64,117,38,87,0.437,26,62,0.419,12,25,0.48,18,30,0.6,106
2262,2020/1/15,DAL,SAC,W 127-123,240,47,92,0.511,34,52,0.654,13,40,0.325,20,24,0.833,127,50,96,0.521,38,63,0.603,12,33,0.364,11,20,0.55,123
2263,2020/1/15,SAC,DAL,L 123-127,240,50,96,0.521,38,63,0.603,12,33,0.364,11,20,0.55,123,47,92,0.511,34,52,0.654,13,40,0.325,20,24,0.833,127
2264,2020/1/14,ATL,PHO,W 123-110,240,46,93,0.495,32,62,0.516,14,31,0.452,17,20,0.85,123,40,87,0.46,36,67,0.537,4,20,0.2,26,32,0.813,110
2265,2020/1/14,PHO,ATL,L 110-123,240,40,87,0.46,36,67,0.537,4,20,0.2,26,32,0.813,110,46,93,0.495,32,62,0.516,14,31,0.452,17,20,0.85,123
2266,2020/1/14,BRK,UTA,L 107-118,240,45,90,0.5,37,64,0.578,8,26,0.308,9,15,0.6,107,46,92,0.5,33,56,0.589,13,36,0.361,13,15,0.867,118
2267,2020/1/14,UTA,BRK,W 118-107,240,46,92,0.5,33,56,0.589,13,36,0.361,13,15,0.867,118,45,90,0.5,37,64,0.578,8,26,0.308,9,15,0.6,107
2268,2020/1/14,DAL,GSW,W 124-97,240,49,96,0.51,36,59,0.61,13,37,0.351,13,21,0.619,124,39,87,0.448,30,55,0.545,9,32,0.281,10,13,0.769,97
2269,2020/1/14,GSW,DAL,L 97-124,240,39,87,0.448,30,55,0.545,9,32,0.281,10,13,0.769,97,49,96,0.51,36,59,0.61,13,37,0.351,13,21,0.619,124
2270,2020/1/14,CLE,LAC,L 103-128,240,38,91,0.418,24,54,0.444,14,37,0.378,13,15,0.867,103,49,94,0.521,34,56,0.607,15,38,0.395,15,21,0.714,128
2271,2020/1/14,LAC,CLE,W 128-103,240,49,94,0.521,34,56,0.607,15,38,0.395,15,21,0.714,128,38,91,0.418,24,54,0.444,14,37,0.378,13,15,0.867,103
2272,2020/1/14,HOU,MEM,L 110-121,240,37,86,0.43,23,41,0.561,14,45,0.311,22,24,0.917,110,46,91,0.505,33,54,0.611,13,37,0.351,16,19,0.842,121
2273,2020/1/14,MEM,HOU,W 121-110,240,46,91,0.505,33,54,0.611,13,37,0.351,16,19,0.842,121,37,86,0.43,23,41,0.561,14,45,0.311,22,24,0.917,110
2274,2020/1/14,MIL,NYK,W 128-102,240,45,92,0.489,30,56,0.536,15,36,0.417,23,28,0.821,128,36,102,0.353,25,65,0.385,11,37,0.297,19,26,0.731,102
2275,2020/1/14,NYK,MIL,L 102-128,240,36,102,0.353,25,65,0.385,11,37,0.297,19,26,0.731,102,45,92,0.489,30,56,0.536,15,36,0.417,23,28,0.821,128
2276,2020/1/13,BOS,CHI,W 113-101,240,39,83,0.47,30,60,0.5,9,23,0.391,26,29,0.897,113,37,81,0.457,31,56,0.554,6,25,0.24,21,26,0.808,101
2277,2020/1/13,CHI,BOS,L 101-113,240,37,81,0.457,31,56,0.554,6,25,0.24,21,26,0.808,101,39,83,0.47,30,60,0.5,9,23,0.391,26,29,0.897,113
2278,2020/1/13,DET,NOP,L 110-117 (OT),265,40,99,0.404,29,67,0.433,11,32,0.344,19,24,0.792,110,43,103,0.417,34,77,0.442,9,26,0.346,22,27,0.815,117
2279,2020/1/13,NOP,DET,W 117-110 (OT),265,43,103,0.417,34,77,0.442,9,26,0.346,22,27,0.815,117,40,99,0.404,29,67,0.433,11,32,0.344,19,24,0.792,110
2280,2020/1/13,IND,PHI,W 101-95,240,33,86,0.384,23,60,0.383,10,26,0.385,25,31,0.806,101,37,89,0.416,31,56,0.554,6,33,0.182,15,19,0.789,95
2281,2020/1/13,PHI,IND,L 95-101,240,37,89,0.416,31,56,0.554,6,33,0.182,15,19,0.789,95,33,86,0.384,23,60,0.383,10,26,0.385,25,31,0.806,101
2282,2020/1/13,CLE,LAL,L 99-128,240,38,85,0.447,31,60,0.517,7,25,0.28,16,24,0.667,99,48,88,0.545,37,58,0.638,11,30,0.367,21,28,0.75,128
2283,2020/1/13,LAL,CLE,W 128-99,240,48,88,0.545,37,58,0.638,11,30,0.367,21,28,0.75,128,38,85,0.447,31,60,0.517,7,25,0.28,16,24,0.667,99
2284,2020/1/13,MIN,OKC,L 104-117,240,38,91,0.418,26,56,0.464,12,35,0.343,16,21,0.762,104,41,82,0.5,29,52,0.558,12,30,0.4,23,26,0.885,117
2285,2020/1/13,OKC,MIN,W 117-104,240,41,82,0.5,29,52,0.558,12,30,0.4,23,26,0.885,117,38,91,0.418,26,56,0.464,12,35,0.343,16,21,0.762,104
2286,2020/1/13,CHO,POR,L 112-115,240,40,90,0.444,22,52,0.423,18,38,0.474,14,18,0.778,112,42,83,0.506,26,46,0.565,16,37,0.432,15,19,0.789,115
2287,2020/1/13,POR,CHO,W 115-112,240,42,83,0.506,26,46,0.565,16,37,0.432,15,19,0.789,115,40,90,0.444,22,52,0.423,18,38,0.474,14,18,0.778,112
2288,2020/1/13,ORL,SAC,W 114-112,240,40,92,0.435,31,63,0.492,9,29,0.31,25,30,0.833,114,45,87,0.517,33,56,0.589,12,31,0.387,10,11,0.909,112
2289,2020/1/13,SAC,ORL,L 112-114,240,45,87,0.517,33,56,0.589,12,31,0.387,10,11,0.909,112,40,92,0.435,31,63,0.492,9,29,0.31,25,30,0.833,114
2290,2020/1/12,ATL,BRK,L 86-108,240,32,97,0.33,20,49,0.408,12,48,0.25,10,11,0.909,86,41,77,0.532,31,51,0.608,10,26,0.385,16,29,0.552,108
2291,2020/1/12,BRK,ATL,W 108-86,240,41,77,0.532,31,51,0.608,10,26,0.385,16,29,0.552,108,32,97,0.33,20,49,0.408,12,48,0.25,10,11,0.909,86
2292,2020/1/12,DEN,LAC,W 114-104,240,37,77,0.481,26,52,0.5,11,25,0.44,29,37,0.784,114,38,84,0.452,30,51,0.588,8,33,0.242,20,26,0.769,104
2293,2020/1/12,LAC,DEN,L 104-114,240,38,84,0.452,30,51,0.588,8,33,0.242,20,26,0.769,104,37,77,0.481,26,52,0.5,11,25,0.44,29,37,0.784,114
2294,2020/1/12,GSW,MEM,L 102-122,240,35,92,0.38,18,58,0.31,17,34,0.5,15,21,0.714,102,45,100,0.45,34,65,0.523,11,35,0.314,21,25,0.84,122
2295,2020/1/12,MEM,GSW,W 122-102,240,45,100,0.45,34,65,0.523,11,35,0.314,21,25,0.84,122,35,92,0.38,18,58,0.31,17,34,0.5,15,21,0.714,102
2296,2020/1/12,MIA,NYK,L 121-124,240,42,78,0.538,28,43,0.651,14,35,0.4,23,28,0.821,121,46,90,0.511,37,59,0.627,9,31,0.29,23,28,0.821,124
2297,2020/1/12,NYK,MIA,W 124-121,240,46,90,0.511,37,59,0.627,9,31,0.29,23,28,0.821,124,42,78,0.538,28,43,0.651,14,35,0.4,23,28,0.821,121
2298,2020/1/12,CHO,PHO,L 92-100,240,36,86,0.419,28,51,0.549,8,35,0.229,12,18,0.667,92,41,82,0.5,34,61,0.557,7,21,0.333,11,18,0.611,100
2299,2020/1/12,PHO,CHO,W 100-92,240,41,82,0.5,34,61,0.557,7,21,0.333,11,18,0.611,100,36,86,0.419,28,51,0.549,8,35,0.229,12,18,0.667,92
2300,2020/1/12,SAS,TOR,W 105-104,240,38,87,0.437,31,55,0.564,7,32,0.219,22,30,0.733,105,39,96,0.406,22,48,0.458,17,48,0.354,9,11,0.818,104
2301,2020/1/12,TOR,SAS,L 104-105,240,39,96,0.406,22,48,0.458,17,48,0.354,9,11,0.818,104,38,87,0.437,31,55,0.564,7,32,0.219,22,30,0.733,105
2302,2020/1/12,UTA,WAS,W 127-116,240,48,90,0.533,38,60,0.633,10,30,0.333,21,25,0.84,127,47,93,0.505,40,71,0.563,7,22,0.318,15,17,0.882,116
2303,2020/1/12,WAS,UTA,L 116-127,240,47,93,0.505,40,71,0.563,7,22,0.318,15,17,0.882,116,48,90,0.533,38,60,0.633,10,30,0.333,21,25,0.84,127
2304,2020/1/11,BOS,NOP,W 140-105,240,55,100,0.55,41,71,0.577,14,29,0.483,16,18,0.889,140,40,100,0.4,26,55,0.473,14,45,0.311,11,18,0.611,105
2305,2020/1/11,NOP,BOS,L 105-140,240,40,100,0.4,26,55,0.473,14,45,0.311,11,18,0.611,105,55,100,0.55,41,71,0.577,14,29,0.483,16,18,0.889,140
2306,2020/1/11,DAL,PHI,W 109-91,240,40,79,0.506,29,52,0.558,11,27,0.407,18,27,0.667,109,37,98,0.378,28,61,0.459,9,37,0.243,8,12,0.667,91
2307,2020/1/11,PHI,DAL,L 91-109,240,37,98,0.378,28,61,0.459,9,37,0.243,8,12,0.667,91,40,79,0.506,29,52,0.558,11,27,0.407,18,27,0.667,109
2308,2020/1/11,CLE,DEN,W 111-103,240,44,89,0.494,32,52,0.615,12,37,0.324,11,13,0.846,111,41,95,0.432,33,56,0.589,8,39,0.205,13,18,0.722,103
2309,2020/1/11,DEN,CLE,L 103-111,240,41,95,0.432,33,56,0.589,8,39,0.205,13,18,0.722,103,44,89,0.494,32,52,0.615,12,37,0.324,11,13,0.846,111
2310,2020/1/11,CHI,DET,W 108-99,240,42,83,0.506,31,48,0.646,11,35,0.314,13,14,0.929,108,36,78,0.462,27,50,0.54,9,28,0.321,18,27,0.667,99
2311,2020/1/11,DET,CHI,L 99-108,240,36,78,0.462,27,50,0.54,9,28,0.321,18,27,0.667,99,42,83,0.506,31,48,0.646,11,35,0.314,13,14,0.929,108
2312,2020/1/11,HOU,MIN,W 139-109,240,49,95,0.516,31,50,0.62,18,45,0.4,23,29,0.793,139,36,95,0.379,23,47,0.489,13,48,0.271,24,36,0.667,109
2313,2020/1/11,MIN,HOU,L 109-139,240,36,95,0.379,23,47,0.489,13,48,0.271,24,36,0.667,109,49,95,0.516,31,50,0.62,18,45,0.4,23,29,0.793,139
2314,2020/1/11,LAL,OKC,W 125-110,240,51,99,0.515,36,67,0.537,15,32,0.469,8,10,0.8,125,43,92,0.467,34,61,0.557,9,31,0.29,15,17,0.882,110
2315,2020/1/11,OKC,LAL,L 110-125,240,43,92,0.467,34,61,0.557,9,31,0.29,15,17,0.882,110,51,99,0.515,36,67,0.537,15,32,0.469,8,10,0.8,125
2316,2020/1/11,MIL,POR,W 122-101,240,47,103,0.456,33,65,0.508,14,38,0.368,14,20,0.7,122,37,95,0.389,27,59,0.458,10,36,0.278,17,21,0.81,101
2317,2020/1/11,POR,MIL,L 101-122,240,37,95,0.389,27,59,0.458,10,36,0.278,17,21,0.81,101,47,103,0.456,33,65,0.508,14,38,0.368,14,20,0.7,122
2318,2020/1/10,BRK,MIA,W 117-113,240,45,93,0.484,30,49,0.612,15,44,0.341,12,19,0.632,117,44,85,0.518,37,56,0.661,7,29,0.241,18,21,0.857,113
2319,2020/1/10,MIA,BRK,L 113-117,240,44,85,0.518,37,56,0.661,7,29,0.241,18,21,0.857,113,45,93,0.484,30,49,0.612,15,44,0.341,12,19,0.632,117
2320,2020/1/10,CHI,IND,L 105-116,240,37,80,0.463,19,39,0.487,18,41,0.439,13,16,0.813,105,48,84,0.571,37,54,0.685,11,30,0.367,9,14,0.643,116
2321,2020/1/10,IND,CHI,W 116-105,240,48,84,0.571,37,54,0.685,11,30,0.367,9,14,0.643,116,37,80,0.463,19,39,0.487,18,41,0.439,13,16,0.813,105
2322,2020/1/10,DAL,LAL,L 114-129,240,39,96,0.406,28,58,0.483,11,38,0.289,25,37,0.676,114,47,89,0.528,37,65,0.569,10,24,0.417,25,32,0.781,129
2323,2020/1/10,LAL,DAL,W 129-114,240,47,89,0.528,37,65,0.569,10,24,0.417,25,32,0.781,129,39,96,0.406,28,58,0.483,11,38,0.289,25,37,0.676,114
2324,2020/1/10,GSW,LAC,L 100-109,240,37,96,0.385,29,57,0.509,8,39,0.205,18,25,0.72,100,41,84,0.488,30,45,0.667,11,39,0.282,16,22,0.727,109
2325,2020/1/10,LAC,GSW,W 109-100,240,41,84,0.488,30,45,0.667,11,39,0.282,16,22,0.727,109,37,96,0.385,29,57,0.509,8,39,0.205,18,25,0.72,100
